,6,-96
12945080,6,-96
12945081,80,-92
12945082,80,-92
12945083,15,-99
12945084,15,-79
12945085,6,-92
12945086,6,-77
12945087,6,-73
12945088,6,-86
12945089,6,-74
12945090,80,-94
12945091,15,-83
12945092,15,-72
12945093,15,-88
12945094,6,-98
12945095,6,-87
12945096,80,-91
12945097,80,-87
12945098,80,-85
12945099,15,-76
12945100,6,-71
12945101,6,-78
12945102,15,-69
12945103,15,-73
12945104,6,-77
12945105,6,-69
12945106,6,-90
12945107,6,-93
12945108,6,-96
12945109,6,-86
12945110,80,-92
12945111,80,-83
12945112,80,-81
12945113,80,-87
12945114,80,-97
12945115,80,-94
12945116,80,-82
12945117,15,-68
12945118,6,-75
12945119,6,-67
12945120,15,-88
12945121,15,-94
12945122,6,-96
12945123,6,-86
12945124,80,-75
12945125,80,-79
12945126,80,-86
12945127,15,-87
12945128,15,-65
12945129,15,-88
12945130,6,-96
12945131,6,-86
12945132,6,-75
12945133,6,-85
12945134,6,-63
12945135,6,-87
12945136,80,-82
12945137,15,-76
12945138,15,-85
12945139,15,-96
12945140,6,-87
12945141,6,-93
12945142,6,-75
12945143,6,-82
12945144,80,-76
12945145,80,-89
12945146,80,-76
12945147,80,-87
12945148,15,-62
12945149,6,-90
12945150,6,-90
12945151,6,-77
12945152,6,-74
12945153,80,-93
12945154,80,-95
12945155,80,-82
12945156,15,-86
12945157,15,-84
12945158,15,-88
12945159,6,-77
12945160,6,-98
12945161,80,-78
12945162,80,-91
12945163,15,-62
12945164,6,-90
12945165,6,-87
12945166,80,-93
12945167,80,-86
12945168,15,-84
12945169,6,-83
12945170,6,-96
12945171,6,-70
12945172,6,-83
12945173,15,-89
12945174,15,-67
12945175,6,-89
12945176,6,-104
12945177,6,-74
12945178,6,-74
12945179,80,-89
12945180,80,-94
12945181,15,-77
12945182,80,-81
12945183,80,-82
12945184,6,-74
12945185,6,-98
12945186,6,-100
12945187,6,-91
12945188,6,-82
12945189,6,-63
12945190,80,-86
12945191,80,-100
12945192,80,-90
12945193,15,-85
12945194,15,-76
12945195,15,-84
12945196,6,-94
12945197,6,-70
12945198,6,-90
12945199,6,-89
12945200,80,-80
12945201,80,-84
12945202,80,-79
12945203,80,-82
12945204,15,-79
12945205,15,-86
12945206,6,-86
12945207,6,-77
12945208,6,-85
12945209,6,-78
12945210,80,-89
12945211,80,-86
12945212,15,-82
12945213,15,-73
12945214,6,-90
12945215,6,-87
12945216,6,-82
12945217,80,-95
12945218,80,-98
12945219,15,-64
12945220,6,-77
12945221,6,-74
12945222,6,-73
12945223,80,-79
12945224,80,-65
12945225,80,-84
12945226,15,-68
12945227,15,-62
12945228,6,-73
12945229,6,-73
12945230,6,-93
12945231,80,-79
12945232,80,-91
12945233,15,-65
12945234,15,-101
12945235,6,-87
12945236,6,-84
12945237,6,-79
12945238,80,-79
12945239,80,-94
12945240,15,-74
12945241,15,-84
12945242,6,-74
12945243,6,-81
12945244,6,-77
12945245,6,-73
12945246,6,-86
12945247,80,-91
12945248,80,-79
12945249,15,-79
12945250,15,-87
12945251,6,-90
12945252,6,-72
12945253,6,-97
12945254,80,-84
12945255,80,-80
12945256,15,-69
12945257,15,-88
12945258,15,-96
12945259,6,-80
12945260,6,-90
12945261,6,-89
12945262,6,-70
12945263,80,-79
12945264,80,-85
12945265,80,-80
12945266,80,-83
12945267,80,-90
12945268,80,-89
12945269,15,-100
12945270,15,-65
12945271,6,-75
12945272,6,-74
12945273,6,-92
12945274,6,-100
12945275,80,-94
12945276,15,-69
12945277,15,-97
12945278,15,-88
12945279,6,-81
12945280,6,-93
12945281,6,-76
12945282,6,-85
12945283,6,-88
12945284,80,-94
12945285,80,-75
12945286,80,-85
12945287,80,-81
12945288,15,-85
12945289,15,-64
12945290,6,-85
12945291,6,-64
12945292,6,-75
12945293,80,-94
12945294,15,-84
12945295,15,-62
12945296,6,-91
12945297,6,-74
12945298,80,-76
12945299,80,-93
12945300,15,-68
12945301,6,-81
12945302,6,-93
12945303,6,-77
12945304,6,-84
12945305,80,-93
12945306,15,-68
12945307,15,-76
12945308,15,-84
12945309,6,-81
12945310,6,-74
12945311,6,-97
12945312,6,-90
12945313,6,-81
12945314,80,-84
12945315,80,-95
12945316,80,-88
12945317,15,-79
12945318,6,-79
12945319,6,-89
12945320,6,-84
12945321,6,-77
12945322,6,-72
12945323,80,-75
12945324,15,-72
12945325,15,-88
12945326,15,-85
12945327,6,-89
12945328,6,-84
12945329,6,-88
12945330,80,-80
12945331,15,-62
12945332,6,-73
12945333,6,-71
12945334,6,-78
12945335,6,-79
12945336,6,-82
12945337,80,-91
12945338,80,-84
12945339,80,-86
12945340,80,-81
12945341,15,-88
12945342,15,-94
12945343,15,-69
12945344,6,-80
12945345,6,-73
12945346,6,-79
12945347,80,-90
12945348,80,-91
12945349,15,-90
12945350,15,-64
12945351,6,-87
12945352,6,-84
12945353,6,-86
12945354,6,-72
12945355,6,-87
12945356,6,-95
12945357,80,-86
12945358,80,-86
12945359,15,-83
12945360,15,-62
12945361,6,-78
12945362,6,-87
12945363,6,-87
12945364,6,-91
12945365,6,-73
12945366,80,-83
12945367,80,-69
12945368,15,-72
12945369,6,-77
12945370,6,-76
12945371,6,-73
12945372,6,-83
12945373,80,-93
12945374,80,-95
12945375,15,-62
12945376,6,-62
12945377,6,-82
12945378,6,-95
12945379,6,-93
12945380,6,-81
12945381,80,-78
12945382,80,-77
12945383,80,-96
12945384,80,-87
12945385,15,-88
12945386,15,-96
12945387,15,-83
12945388,6,-86
12945389,6,-78
12945390,6,-90
12945391,6,-96
12945392,6,-73
12945393,80,-89
12945394,80,-80
12945395,15,-62
12945396,6,-76
12945397,6,-87
12945398,6,-66
12945399,6,-99
12945400,6,-69
12945401,80,-95
12945402,80,-84
12945403,80,-91
12945404,15,-96
12945405,15,-84
12945406,15,-88
12945407,6,-91
12945408,6,-94
12945409,6,-77
12945410,6,-87
12945411,6,-97
12945412,80,-92
12945413,80,-79
12945414,15,-65
12945415,15,-88
12945416,6,-88
12945417,6,-88
12945418,6,-78
12945419,6,-82
12945420,6,-96
12945421,6,-88
12945422,80,-86
12945423,80,-86
12945424,15,-97
12945425,15,-72
12945426,15,-87
12945427,6,-80
12945428,6,-97
12945429,6,-73
12945430,80,-79
12945431,80,-92
12945432,80,-90
12945433,15,-85
12945434,15,-68
12945435,6,-82
12945436,6,-77
12945437,6,-78
12945438,80,-75
12945439,80,-85
12945440,15,-72
12945441,15,-96
12945442,15,-73
12945443,6,-70
12945444,6,-90
12945445,6,-93
12945446,6,-96
12945447,80,-90
12945448,15,-62
12945449,6,-88
12945450,6,-92
12945451,6,-76
12945452,80,-97
12945453,80,-97
12945454,80,-97
12945455,15,-73
12945456,6,-94
12945457,6,-73
12945458,6,-78
12945459,80,-76
12945460,15,-68
12945461,15,-77
12945462,6,-82
12945463,6,-82
12945464,6,-83
12945465,6,-83
12945466,80,-89
12945467,15,-69
12945468,6,-86
12945469,6,-88
12945470,6,-94
12945471,6,-73
12945472,80,-91
12945473,15,-62
12945474,15,-83
12945475,6,-87
12945476,6,-86
12945477,80,-83
12945478,80,-75
12945479,15,-79
12945480,6,-93
12945481,80,-78
12945482,80,-77
12945483,80,-76
12945484,15,-67
12945485,15,-62
12945486,6,-67
12945487,6,-68
12945488,80,-97
12945489,80,-92
12945490,15,-65
12945491,15,-89
12945492,6,-89
12945493,6,-73
12945494,6,-80
12945495,80,-81
12945496,80,-86
12945497,80,-94
12945498,80,-81
12945499,15,-68
12945500,15,-62
12945501,6,-77
12945502,6,-83
12945503,6,-73
12945504,80,-96
12945505,80,-95
12945506,15,-85
12945507,15,-79
12945508,6,-86
12945509,6,-92
12945510,6,-91
12945511,80,-77
12945512,80,-95
12945513,15,-84
12945514,15,-85
12945515,15,-75
12945516,6,-75
12945517,6,-81
12945518,6,-79
12945519,80,-87
